Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Failure
66,80,309,0,2,568,1338,No
67,76,1426,0,2,1229,542,No
66,75,1817,3,0,604,329,No
67,83,310,3,1,818,774,No
66,75,1232,2,1,688,1698,No
62,82,1837,0,2,163,966,No
66,85,758,2,1,1655,1554,No
62,82,937,2,1,955,1255,No
62,82,1407,0,0,1434,1534,No
63,85,1409,0,1,524,340,No
65,84,1692,3,0,414,1420,No
64,85,601,0,1,1296,221,No
63,85,373,0,1,303,1267,No
62,78,775,0,0,1964,755,No
63,78,1657,1,2,693,1237,No
64,76,1264,0,1,322,1084,No
68,77,408,0,0,1321,1001,No
67,85,1565,1,0,1478,842,No
67,83,695,1,2,370,1514,No
60,81,755,0,2,1467,421,No
67,81,1770,0,0,830,1917,No
65,77,1497,0,1,840,1955,No
61,85,1624,0,1,252,743,No
68,79,1231,2,1,846,1289,No
61,79,727,2,2,965,262,No
65,78,314,1,2,434,1923,No
66,84,1658,0,1,780,615,No
67,82,310,0,2,706,306,No
66,84,1418,2,0,176,1495,No
67,78,204,0,1,837,1982,No
65,81,1085,3,0,928,1539,No
63,78,1001,3,1,1525,947,No
62,75,1977,3,2,1536,2004,No
68,84,734,2,0,366,1108,No
66,80,1324,2,2,1446,742,No
67,79,1971,3,0,368,1460,No
66,75,230,3,1,930,1861,No
62,82,1053,0,2,414,1112,No
66,78,1730,1,1,605,882,No
62,75,1993,3,0,1599,1682,No
68,76,1143,3,1,1484,883,No
67,76,998,2,2,354,1365,No
64,84,966,2,0,266,172,No
66,75,1427,0,0,1814,513,No
62,83,705,0,1,339,1374,No
67,83,1155,3,0,537,571,No
60,80,399,3,1,1354,272,No
62,81,1277,1,1,1067,1505,No
61,82,1474,2,2,1350,984,No
68,80,989,1,0,467,250,No
65,82,1080,0,0,884,1282,No
61,83,1627,1,2,1318,836,No
68,78,1229,1,0,677,1418,No
64,80,556,2,2,233,1835,No
68,85,527,3,2,172,679,No
65,83,1208,1,0,2007,956,No
66,75,1308,0,1,1427,180,No
68,75,513,1,1,1649,1446,No
66,83,1821,2,1,793,1384,No
67,83,1581,2,1,216,848,No
66,75,1659,1,2,1032,420,No
60,75,556,1,2,772,1057,No
67,82,222,2,1,1189,558,No
68,75,644,2,0,1266,395,No
64,82,1381,0,1,798,1334,No
62,80,996,0,2,787,1177,No
65,81,492,3,1,1946,1718,No
64,80,1442,0,1,449,1730,No
61,76,810,1,2,1686,850,No
66,79,1109,1,1,933,268,No
64,84,833,2,0,294,575,No
65,83,456,3,0,1073,298,No
63,83,477,0,0,1550,1047,No
64,75,477,3,0,1306,434,No
64,82,1490,2,2,1330,1205,No
64,82,645,0,1,291,302,No
61,83,199,0,2,1063,1832,No
60,82,185,3,1,771,222,No
60,79,1558,1,0,802,1346,No
65,82,812,1,0,841,1376,No
63,81,695,0,2,299,1506,No
60,82,785,2,2,1664,768,No
65,76,866,3,0,1430,841,No
64,79,1497,2,0,555,886,No
64,83,505,0,2,1777,1631,No
68,83,1465,2,0,1934,1183,No
62,77,275,0,0,1025,1284,No
68,76,239,3,2,686,1765,No
61,81,1838,2,0,454,843,No
60,84,1147,3,0,1913,226,No
60,81,1254,2,0,1776,1907,No
68,83,562,2,0,493,497,No
61,75,1809,2,0,919,1773,No
63,76,1086,1,2,1424,1813,No
62,78,1890,2,2,710,924,No
62,79,851,1,0,563,1108,No
64,82,438,2,0,1564,187,No
62,82,1395,2,0,1576,938,No
67,76,1609,0,0,217,996,No
66,76,1265,3,1,237,457,No
63,85,350,3,1,723,1406,No
64,75,1174,2,1,1733,1063,No
67,81,1022,0,2,1017,908,No
67,75,1907,1,2,613,1287,No
60,76,952,1,1,1930,1237,No
65,85,1236,2,1,790,933,No
63,78,1955,0,0,296,441,No
67,78,1437,2,1,1659,1779,No
63,85,765,0,1,2003,1773,No
65,76,1376,2,2,1769,1144,No
61,85,1967,3,1,1953,1731,No
62,75,1661,1,1,1049,1784,No
65,77,2010,3,0,197,1683,No
66,82,1267,1,2,932,1327,No
62,76,427,1,2,285,1437,No
60,77,538,1,2,1011,849,No
60,81,930,1,1,1974,865,No
62,82,1668,0,1,161,1066,No
68,80,786,3,1,165,371,No
64,78,977,2,1,545,1281,No
66,81,1966,1,1,654,1004,No
62,80,1417,3,2,1005,1735,No
62,78,786,3,2,398,1063,No
62,75,1786,2,1,1125,933,No
66,78,1813,2,2,1735,486,No
66,77,1985,0,1,1430,583,No
68,75,1008,1,0,628,887,No
64,77,2000,1,1,1290,726,No
68,80,772,1,0,375,970,No
64,76,414,1,0,1042,1485,No
61,77,802,1,2,337,2005,No
66,76,1107,3,1,1907,454,No
63,75,194,0,0,693,1297,No
68,84,1019,3,2,449,1634,No
68,76,1323,1,1,1965,1186,No
61,80,354,0,0,387,959,No
60,83,1517,0,1,163,1482,No
67,77,353,1,2,1182,1331,No
61,79,471,3,2,1479,1469,No
61,75,1941,2,0,554,1789,No
68,80,280,2,0,1322,446,No
65,85,1032,0,2,218,1404,No
65,85,817,1,2,996,1918,No
63,80,1843,1,1,1937,1753,No
60,77,525,3,2,384,1018,No
66,82,1855,3,1,861,1877,No
60,76,587,3,0,1901,191,No
65,82,1961,0,1,1369,979,No
63,80,910,1,1,222,1871,No
66,84,828,3,1,956,1496,No
60,77,1282,0,1,999,1857,No
65,80,1570,0,0,937,2009,No
62,81,389,1,0,1979,664,No
64,76,517,3,2,1624,1182,No
62,79,948,1,1,1286,1250,No
60,81,895,2,2,1390,1801,No
62,75,478,3,0,1247,1619,No
60,82,951,3,2,1662,1694,No
62,78,174,0,1,877,927,No
67,81,1457,2,2,907,742,No
62,76,749,1,1,1162,896,No
64,80,1878,1,1,987,821,No
60,82,1739,3,0,664,1210,No
62,85,1520,2,1,1861,1591,No
61,79,1490,1,1,688,537,No
65,82,1505,1,0,1024,566,No
61,79,1654,0,0,1655,1219,No
67,75,1676,1,0,1354,612,No
65,77,1207,1,0,1667,431,No
68,77,1529,0,0,1183,1068,No
61,81,1111,3,1,952,222,No
61,83,451,3,1,556,749,No
64,80,1838,2,0,609,1172,No
64,83,370,1,2,1241,627,No
61,81,1040,3,2,581,553,No
62,84,226,1,0,471,977,No
62,75,874,3,1,668,1102,No
62,85,918,2,0,1153,966,No
65,84,1921,2,0,1678,2011,No
60,79,1147,0,0,1604,1314,No
65,78,569,0,2,177,1475,No
64,83,987,3,1,1738,219,No
65,81,1228,3,1,1407,1515,No
63,77,579,2,2,1612,982,No
60,78,1586,2,2,480,1839,No
67,81,1817,0,1,674,930,No
62,85,866,1,0,768,785,No
63,82,1078,3,1,1567,1131,No
60,82,1446,2,0,290,1402,No
67,84,743,1,1,1714,1533,No
66,84,842,0,1,1227,828,No
60,75,1664,2,1,1072,849,No
62,75,589,2,1,1237,1715,No
60,77,1464,1,2,433,1552,No
65,85,727,2,1,537,553,No
64,83,1088,3,1,353,1909,No
63,82,911,2,2,283,1569,No
65,82,720,3,1,918,1077,No
60,83,1183,3,2,1707,1052,No
61,82,361,2,2,1948,274,No
61,75,382,1,1,1235,542,No
65,76,1245,2,2,787,611,No
61,75,1022,0,2,1244,1173,No
66,84,1676,0,0,255,496,No
64,75,391,1,2,1804,1920,No
61,76,1265,0,2,440,440,No
68,76,432,1,1,437,1814,No
62,84,791,2,0,1458,245,No
64,84,292,0,0,1205,374,No
64,83,2002,3,1,540,1182,No
67,75,1002,3,0,1499,801,No
68,84,1166,2,0,219,1599,No
61,75,411,1,0,1562,172,No
60,81,1978,0,1,1932,1266,No
62,78,1744,3,0,863,550,No
68,75,230,2,2,1050,620,No
63,79,1909,1,0,1751,1944,No
68,81,875,3,0,1964,1572,No
63,84,294,1,2,1833,744,No
68,83,502,3,1,721,873,No
60,81,1723,2,1,824,1103,No
62,79,278,2,1,808,1780,No
61,79,1263,2,1,432,838,No
68,85,1287,2,0,155,641,No
66,85,907,1,0,1606,1324,No
66,76,1546,1,1,1706,1297,No
66,85,647,3,1,1027,203,No
62,83,437,1,1,1908,1425,No
61,79,788,2,0,570,1095,No
68,83,403,3,1,1592,422,No
68,79,1519,2,0,1051,466,No
61,80,215,1,1,1796,446,No
63,76,618,3,1,632,1223,No
62,84,1202,1,0,1723,274,No
63,75,849,1,2,1272,287,No
63,79,171,1,2,733,566,No
63,77,1665,1,0,609,1834,No
64,78,1471,1,0,1891,1600,No
61,78,1615,0,1,669,1325,No
61,82,276,2,0,502,809,No
61,85,1345,2,0,1541,497,No
61,79,1524,2,1,1927,1688,No
63,80,1034,1,0,1231,687,No
61,84,655,1,0,1577,1110,No
66,75,1495,1,2,200,1900,No
62,84,1262,0,0,851,624,No
64,79,473,3,2,1929,1545,No
66,84,1779,1,1,1359,252,No
66,75,358,0,1,1321,1147,No
60,80,1321,1,2,396,548,No
65,82,1912,2,1,1343,1852,Yes
64,76,715,3,0,1342,519,No
61,84,1019,1,1,2008,1059,No
67,85,192,2,0,795,1510,No
63,83,1707,3,0,830,1638,No
63,75,1599,2,2,1064,542,No
67,77,571,0,0,1828,585,No
61,80,367,0,2,360,1705,No
64,85,936,1,2,800,1675,No
60,78,1406,3,1,729,1941,No
68,83,407,3,0,1338,202,No
62,81,1679,0,1,1943,925,No
61,82,1516,2,0,637,1138,No
64,76,1381,2,1,1061,1670,No
63,84,1413,3,0,1510,1015,No
64,77,1685,3,2,938,483,No
61,85,1900,2,2,1311,496,No
64,77,1849,1,2,1725,1326,No
64,82,1068,2,1,605,1697,No
68,84,489,2,2,1049,1023,No
61,80,536,3,1,1966,1883,No
67,83,1933,2,1,214,1276,No
68,85,1263,0,2,897,589,No
60,80,1447,0,2,1630,578,No
68,85,295,3,0,1613,943,No
60,84,319,1,0,1314,767,No
63,76,912,3,1,276,862,No
68,76,222,3,0,1331,1676,No
61,76,1895,3,2,1154,959,No
62,84,1996,0,0,963,1557,No
65,82,684,2,0,1100,1599,No
60,80,1047,2,1,1660,674,No
60,80,662,1,1,1336,357,No
67,83,1178,3,0,933,1089,No
64,75,611,0,1,534,1418,No
60,75,1331,3,1,1300,1359,No
66,76,1881,0,0,1122,1814,No
62,78,1828,2,2,1017,1032,No
68,83,1583,1,0,854,1231,No
60,76,897,3,1,253,1594,No
64,77,1556,1,2,1696,1303,No
60,76,375,0,1,1966,1757,No
61,78,1923,2,2,1771,581,No
60,79,364,2,0,600,221,No
64,80,393,3,0,945,359,No
61,78,1805,0,1,1441,666,No
64,79,948,0,2,707,1657,No
63,85,1487,0,1,1980,405,No
63,75,1495,0,2,1604,1556,No
64,75,275,0,0,1652,1807,No
61,85,798,1,2,1871,1751,No
62,80,1482,3,0,1715,1237,No
60,84,1710,2,2,425,598,No
66,81,736,0,0,1865,510,No
70,80,166,3,1,1869,1871,Yes
72,82,1800,0,0,1706,271,Yes
68,78,981,1,2,1270,542,No
60,78,958,2,2,771,434,No
63,77,1344,0,2,806,1285,No
65,82,1911,3,1,859,717,No
64,76,588,1,2,1422,820,No
61,78,290,0,2,1991,1063,No
61,83,1401,1,1,1656,473,No
62,77,306,1,1,804,176,No
63,79,432,0,2,992,989,No
65,84,1023,2,2,262,1256,No
68,81,1599,1,2,1367,1182,No
66,85,653,1,1,1602,465,No
60,85,990,2,1,1595,1482,No
60,83,789,1,2,650,530,No
63,76,1048,1,0,901,1394,No
65,85,447,0,0,1213,945,No
68,75,1626,1,2,1644,803,No
66,83,339,0,1,1595,1037,No
67,81,792,1,2,1159,1374,No
60,80,1220,1,2,1205,242,Yes
61,85,1025,2,0,219,647,No
65,79,1450,3,1,1455,281,No
64,76,1420,0,0,743,1366,No
66,80,164,2,2,166,1004,No
66,78,348,3,2,411,890,No
65,75,728,1,1,646,194,No
65,77,1155,3,0,631,889,No
68,82,1003,2,0,786,1767,No
60,81,1527,2,0,288,371,No
64,76,1711,1,2,849,476,No
62,77,1552,0,2,1931,219,No
61,82,1621,2,0,974,363,No
65,81,821,0,2,1440,1801,No
60,82,1733,2,0,1080,1979,No
65,85,1450,0,2,692,1955,No
64,75,634,0,1,885,678,No
66,77,226,0,1,1666,528,No
63,79,2002,0,1,620,1294,No
60,83,1815,0,2,1902,1725,No
62,85,1243,2,1,591,1354,No
64,76,174,2,1,1384,713,No
65,81,445,2,2,611,270,No
64,81,841,1,0,311,1079,No
68,76,1608,1,1,970,1545,No
66,83,538,3,0,175,1329,No
61,80,1050,0,2,1189,1254,No
60,77,1342,1,0,1999,481,No
61,82,1555,2,2,281,1061,No
68,81,1460,1,1,1169,1432,No
66,76,940,1,2,174,1604,No
60,81,483,3,2,874,1381,No
66,76,1275,1,2,623,1938,No
66,85,1486,2,0,698,1513,No
66,77,1174,2,2,1267,1609,No
65,82,1693,3,0,521,526,No
63,83,1920,0,1,734,1641,No
65,84,1488,0,0,842,965,No
60,78,1759,1,0,1740,800,No
63,80,1812,1,2,236,666,No
64,82,1636,2,1,475,1712,No
67,77,858,3,0,168,1829,No
64,85,1784,3,1,861,1498,No
64,82,1396,1,0,1414,1357,No
64,78,230,0,2,1088,1273,No
68,83,1117,0,2,690,914,No
61,83,1122,0,2,571,1105,No
61,78,1792,2,1,735,1039,No
61,75,610,1,1,1074,1879,No
61,80,879,1,1,1319,1534,No
63,81,769,3,1,726,318,No
68,78,608,3,1,680,1765,No
62,75,1740,1,2,676,1520,No
60,79,590,3,2,990,363,No
61,76,882,0,0,561,1691,No
67,81,792,3,0,1435,1916,No
65,78,322,0,1,1997,690,No
66,79,1473,1,1,854,524,No
68,82,1352,1,1,1287,231,No
64,78,1420,1,1,1595,182,No
62,78,1113,2,2,1678,928,No
64,85,1143,2,2,1512,1442,No
65,75,1290,2,1,1741,218,No
67,81,486,1,1,1056,1990,No
62,79,1907,1,0,1009,661,No
62,79,1923,1,1,1915,1183,No
68,77,1592,1,2,897,1225,No
62,79,1339,1,1,1192,1797,No
66,76,1132,0,1,1218,1646,No
66,84,859,0,0,531,1364,No
67,82,1787,2,2,1225,1955,No
68,84,1184,2,2,1125,1800,No
62,79,1490,2,2,1857,188,No
62,76,247,2,2,1489,1395,No
64,82,838,0,0,1844,1020,No
68,82,617,1,1,1846,311,No
66,77,1597,1,1,1239,1674,No
61,76,1907,2,0,1565,956,No
60,77,275,1,2,607,399,No
64,79,664,0,1,281,1631,No
65,85,1384,3,2,1731,212,No
65,81,856,0,2,324,632,No
63,82,624,1,1,1100,426,No
63,82,492,0,1,937,566,No
64,82,324,1,2,1423,1528,No
67,77,269,1,0,1249,455,No
65,78,284,0,2,1509,270,No
63,79,662,0,0,401,1600,No
63,82,763,2,1,1237,263,No
67,75,1789,3,0,1318,629,No
65,75,397,3,1,935,1411,No
67,81,841,3,0,825,583,No
68,85,1816,0,1,1024,507,No
67,80,572,2,0,1698,213,No
60,78,1026,1,2,1602,1955,No
64,80,469,1,2,691,1391,No
64,81,1521,0,2,1119,1042,No
64,76,451,1,2,346,1666,No
66,77,241,2,1,1028,1764,No
60,80,1839,0,2,1773,1438,No
63,80,1076,0,1,1502,1294,No
65,78,1628,2,1,1067,1941,No
64,81,1585,1,2,1525,1977,No
62,79,1684,2,1,642,1971,No
67,78,155,0,2,481,1185,No
62,78,1236,3,1,1910,892,No
65,75,1168,0,0,1406,1165,No
60,83,1393,2,1,959,882,No
61,78,402,1,1,376,817,No
63,80,1120,3,1,1577,1804,No
65,77,197,2,1,914,770,No
65,85,799,3,2,1743,1760,No
60,82,800,3,1,1215,788,No
67,78,414,3,0,1169,864,No
66,85,473,3,1,1573,521,No
60,77,1050,1,1,1973,1540,No
60,83,886,3,1,570,786,No
68,75,1946,3,0,1466,831,No
60,77,768,2,0,1643,389,No
66,78,1136,1,0,1978,530,No
64,79,1204,1,1,1180,1024,No
64,78,262,0,0,208,1106,No
64,84,1655,3,2,358,1333,No
64,80,1157,2,2,467,1162,No
67,78,1883,0,2,1318,1036,No
66,84,1189,2,0,506,1878,No
64,75,427,0,0,1291,393,No
61,84,475,3,0,1246,1937,No
64,83,191,1,2,1921,368,No
63,79,941,0,2,1737,1624,No
66,80,515,3,2,682,1875,No
66,78,655,2,1,1484,2002,No
63,79,1776,0,2,910,1534,No
60,77,1147,1,1,1465,905,No
62,77,900,3,1,994,704,No
67,75,1788,0,2,264,1827,No
60,75,1212,3,0,1886,705,No
67,77,1347,1,2,1666,1575,No
63,80,346,1,0,1171,2000,No
65,76,1022,2,2,251,569,No
67,80,1452,0,2,466,923,No
60,85,1622,3,0,1912,1586,No
65,75,1152,2,1,207,161,No
62,79,1818,3,2,1214,574,No
60,78,581,0,0,301,732,No
67,77,811,1,1,1337,1592,No
62,78,1452,0,0,1133,288,No
63,84,751,2,0,1047,932,No
67,83,605,0,1,529,1254,No
60,76,1315,3,0,238,392,No
64,82,421,1,1,1379,435,No
62,83,1498,3,1,1996,884,No
65,77,1054,1,0,1773,1607,No
60,78,679,0,2,424,1533,No
65,84,1207,1,2,1176,695,No
67,77,826,1,0,1493,1649,No
65,84,327,2,2,711,348,No
65,77,796,3,0,539,350,No
68,81,1912,0,2,779,1965,No
60,84,405,2,0,1743,1193,No
62,78,633,2,0,1120,1070,No
60,78,1093,1,2,183,1906,No
66,85,208,0,1,189,769,No
66,81,870,2,0,1885,212,No
64,85,1972,1,2,1550,1811,No
67,79,1195,3,1,1120,502,No
67,83,1603,0,1,1506,1387,No
61,83,1880,1,0,1247,1655,No
66,75,843,1,1,1457,1870,No
63,84,930,1,0,1933,245,No
61,75,190,3,0,1528,1046,No
62,83,1237,0,2,903,801,No
65,75,1215,2,0,404,1162,No
61,84,1323,0,1,1849,1903,No
65,83,1303,2,1,1989,1599,No
61,77,1223,1,1,160,700,No
64,80,383,1,1,520,985,No
63,76,667,3,1,227,771,No
61,78,2010,1,2,1369,709,No
62,78,1593,0,1,1226,862,No
68,83,222,0,2,1048,1697,No
66,75,1024,1,0,599,1635,No
62,85,239,3,0,1241,1666,No
67,75,1449,2,1,751,1034,No
62,80,1223,3,2,1505,293,No
66,85,890,1,2,522,429,No
64,84,553,0,0,1896,1361,No
63,82,1554,2,1,1076,189,No
68,84,1248,0,2,1470,1999,No
65,79,1658,2,2,486,853,No
64,75,1442,2,2,1776,1172,No
67,78,399,3,0,178,308,No
68,77,218,2,2,1795,1129,No
62,78,1792,0,1,1592,356,No
68,85,1284,2,0,468,1421,No
67,75,1114,3,2,1752,1309,No
61,78,1751,3,1,304,1451,No
60,75,1033,0,2,745,170,No
65,79,524,1,0,1688,782,No
68,75,448,1,1,193,579,No
65,77,1707,3,1,1746,458,No
63,78,606,2,0,1932,261,No
65,76,1183,1,0,1625,895,No
61,83,1623,1,2,462,458,No
65,82,169,2,1,688,1065,No
68,77,1334,0,2,831,1042,No
64,84,1785,0,1,1766,1210,No
68,78,470,3,2,1930,386,No
62,85,160,2,0,1098,956,No
63,75,1383,2,2,740,1746,No
66,77,548,3,1,671,248,No
65,84,1534,2,2,1537,1898,No
68,75,901,2,0,261,1551,No
62,79,733,3,2,1025,303,No
64,84,785,1,2,1204,1729,No
63,84,1009,2,0,767,1477,No
61,84,703,3,2,347,1797,No
66,81,825,1,2,445,1269,No
62,76,465,1,2,1022,1157,No
68,77,1568,2,0,1246,1891,No
68,82,422,2,2,1356,446,No
68,75,223,2,0,1142,1794,No
63,75,336,3,2,635,1734,No
66,83,205,2,2,1684,1097,No
65,79,1504,3,0,745,367,No
67,85,1788,3,1,1344,1326,No
67,81,1283,0,2,1670,255,No
60,83,1193,3,2,870,377,No
68,77,466,1,0,1435,799,No
64,79,340,2,2,1852,1763,No
61,84,1801,2,0,741,2004,No
68,75,773,2,1,1482,184,No
61,84,790,2,2,887,953,No
60,81,1155,0,1,1875,2005,No
67,77,234,2,0,1987,1419,No
66,79,605,3,0,1339,207,No
66,82,922,1,1,881,750,No
60,82,1642,0,2,732,1088,No
66,82,953,2,2,1027,570,No
61,78,274,3,2,409,531,No
63,77,1330,3,0,458,1434,No
66,83,1171,0,1,438,1192,No
68,83,583,3,1,1739,1363,No
66,77,1874,2,0,859,1889,No
62,76,1817,3,2,465,1619,No
61,83,1079,0,0,1849,592,No
64,84,1704,1,2,1541,343,No
64,80,1606,3,1,176,1160,No
62,81,1218,0,2,828,1254,No
63,78,522,0,2,1101,1478,No
62,76,742,1,1,1458,831,No
63,83,1489,2,2,1469,1577,No
61,81,1261,2,2,344,1086,No
68,84,904,2,0,1953,487,No
60,78,596,2,0,1546,1251,No
68,79,265,3,1,573,411,No
64,85,812,0,0,706,1435,No
60,78,1388,2,2,659,749,No
64,83,2008,0,1,687,987,No
66,83,1218,3,0,310,1394,No
63,83,1291,3,0,929,194,No
60,78,1004,0,2,661,401,No
65,78,1893,3,0,912,888,No
61,75,1656,2,2,1856,1166,No
60,84,719,2,0,1951,460,No
65,78,588,3,2,1274,850,No
67,79,508,1,0,1267,395,No
63,80,1532,1,1,495,1790,No
67,81,1950,2,2,435,979,No
65,85,612,3,1,1747,161,No
64,75,190,1,1,929,1815,No
62,79,815,3,1,1435,1263,No
62,83,268,0,2,1180,204,No
67,77,1175,1,2,661,701,No
62,85,1215,0,0,1922,1725,No
62,79,1697,2,2,1424,1329,No
63,78,930,1,2,1179,495,No
64,75,1657,1,0,1233,1521,No
65,85,1935,2,2,1148,1016,No
12,79,1975,1,2,958,1945,No
66,80,434,0,1,1922,735,No
65,81,677,3,1,1170,1827,No
61,84,738,2,0,1199,446,No
61,76,1781,3,0,200,495,No
63,79,1365,0,0,569,288,No
65,80,1534,2,1,809,1928,No
62,81,898,3,0,1788,985,No
60,75,867,2,1,868,1244,No
66,79,686,3,1,432,1843,No
61,76,325,1,1,222,709,No
65,83,1614,0,2,1062,1058,No
61,79,1696,2,1,292,1937,No
63,84,1292,3,1,971,881,No
63,85,312,3,1,1957,686,No
68,76,269,3,2,1700,1036,No
63,75,1760,2,1,1748,507,No
62,84,629,3,2,785,1572,No
66,82,850,1,1,1030,1361,No
67,85,1055,0,2,569,1170,No
64,84,971,0,0,344,232,No
62,84,1340,0,2,1950,400,No
62,81,413,0,0,1289,918,No
63,81,384,0,1,942,362,No
60,75,205,3,1,1709,1479,No
60,84,250,3,2,1533,442,No
67,82,318,0,2,1528,1195,No
61,80,1832,2,0,1278,1568,No
65,85,362,1,1,1665,1699,No
64,80,1080,1,2,1776,1866,No
64,83,705,3,2,1821,1907,No
64,78,1628,1,1,182,495,No
63,77,1547,2,0,1661,1855,No
61,85,657,2,0,1564,1003,No
63,84,1251,0,1,783,226,No
67,81,220,2,2,214,1790,No
64,75,1301,3,1,977,822,No
68,81,1872,3,0,980,1227,No
67,79,204,3,1,1507,1917,No
63,82,223,0,1,492,1988,No
62,77,863,3,0,1345,812,No
68,81,669,3,1,1515,1953,No
62,79,653,3,0,1578,181,No
62,80,215,3,0,1349,1728,No
60,76,1726,3,0,337,471,No
65,81,182,3,1,1124,1245,No
64,84,1624,1,0,1534,1441,No
60,82,1462,2,2,1164,518,No
65,79,1785,3,1,684,940,No
62,79,385,2,0,1497,327,No
65,80,482,2,0,327,1040,No
68,78,1145,0,2,201,623,No
65,81,2008,0,2,1244,1972,No
63,77,1740,0,1,1712,608,No
65,76,1382,0,1,1552,166,No
62,79,1154,2,2,290,1154,No
61,84,1240,0,1,1744,669,No
60,80,455,2,1,372,323,No
63,84,1212,2,1,1287,1682,No
63,82,1900,0,1,1896,330,No
62,77,694,1,2,1740,930,No
68,82,1960,2,2,318,390,No
61,84,494,0,1,338,942,No
63,77,1261,0,2,1049,1594,No
66,84,1201,2,1,1472,877,No
67,79,1568,2,2,1451,1391,No
61,76,1523,3,0,1867,825,No
66,78,1833,0,2,565,1139,No
62,85,1923,1,0,1645,744,No
67,82,320,0,0,1019,1248,No
60,75,1966,2,0,1266,1554,No
60,77,528,2,0,321,323,No
60,76,2008,0,2,1842,1252,No
67,85,1092,3,0,447,419,No
66,76,707,1,0,685,1716,No
63,76,379,3,2,512,423,No
60,75,1898,0,2,1627,568,No
61,83,1016,3,0,1303,761,No
64,75,1997,2,2,1724,205,No
68,81,1682,1,0,929,1688,No
68,78,1526,3,2,871,1365,No
68,78,1031,3,2,1433,1088,No
67,84,705,1,0,980,1777,No
62,79,1310,0,2,520,488,No
62,79,1812,2,2,1780,1746,No
64,80,759,3,2,1458,229,No
64,77,449,1,1,854,1674,No
60,84,1896,0,1,575,636,No
62,85,770,3,0,961,449,No
62,81,240,2,1,1321,851,No
62,76,443,0,1,853,1205,No
68,84,1181,0,1,1441,687,No
63,84,1234,1,2,993,423,No
63,79,270,2,1,553,780,No
62,76,544,2,1,1387,1548,No
62,79,1889,0,1,278,1833,No
61,82,821,2,1,422,1659,No
62,81,1897,2,0,509,447,No
62,77,1596,0,2,1930,1113,No
66,76,420,2,2,584,1578,No
65,81,449,2,1,672,206,No
67,85,597,3,1,629,1286,No
60,85,1807,0,1,1780,1099,No
64,76,627,3,0,201,1879,No
67,75,1725,0,1,225,187,No
64,79,873,2,2,1448,1307,No
60,82,429,1,1,431,318,No
63,81,291,2,1,962,642,No
67,79,1209,2,2,1897,546,No
64,78,1585,1,1,1682,1020,No
60,80,887,0,1,1950,815,No
61,84,1844,2,1,1935,1925,No
60,75,1658,3,1,1304,1123,No
66,81,1423,1,2,1107,1191,No
60,78,1797,0,0,648,572,No
65,81,1348,1,2,588,1797,No
65,79,1034,3,1,1674,175,No
67,78,514,1,1,1020,1081,No
64,83,366,3,1,742,1689,No
65,79,498,0,2,1378,1154,No
66,82,477,3,2,1722,1466,No
65,82,744,1,0,1386,836,No
65,83,1339,3,0,2006,1331,No
63,76,1801,3,1,834,820,No
65,75,197,2,2,1559,1770,No
60,80,1973,2,2,289,1814,No
61,84,1111,2,2,1178,1203,No
67,83,1418,3,2,1973,744,No
61,76,1342,1,0,1241,636,No
65,75,1459,2,2,700,786,No
64,76,593,1,1,1335,1002,No
63,78,804,3,0,224,1712,No
68,83,328,1,2,1615,816,No
66,78,1965,1,0,408,1112,No
67,77,347,1,1,652,1046,No
66,77,1724,1,0,330,1564,No
64,79,435,1,0,664,537,No
63,78,647,0,1,349,195,No
65,77,201,2,1,572,255,No
65,79,646,1,1,306,782,No
67,76,1925,2,0,316,1408,No
65,80,269,1,1,692,1618,No
68,84,893,3,1,755,358,No
62,78,1329,2,1,628,1145,No
63,84,1189,2,2,1377,851,No
68,75,1527,0,1,1913,1767,No
63,77,429,0,1,403,854,No
63,82,999,2,2,1529,520,No
63,84,1852,3,0,1382,601,No
63,84,687,2,1,494,1286,No
61,80,397,1,2,1227,1807,No
67,85,738,1,1,1144,694,No
63,77,1246,2,2,1749,1296,No
61,85,1501,1,0,1918,1357,No
63,76,1219,0,2,1875,907,No
68,84,1725,1,0,1243,1189,No
64,82,936,3,1,1199,354,No
65,75,199,0,2,1597,482,No
68,84,500,1,1,1342,1633,No
62,85,1576,3,0,1715,1438,No
64,78,1222,3,0,1915,1768,No
61,84,445,2,0,1662,498,No
66,84,1806,2,2,434,1757,No
60,85,174,2,0,1194,1764,No
68,81,418,2,2,1925,1873,No
63,81,1690,3,2,1895,496,No
67,75,1180,1,2,1961,2009,No
67,83,972,1,1,1660,977,No
61,84,1475,2,0,1951,1375,No
66,85,680,2,0,1728,1678,No
64,84,1083,0,1,1549,987,No
61,78,1673,3,0,1796,409,No
64,75,1376,1,2,579,609,No
60,78,1388,0,1,177,1250,No
65,76,949,2,0,346,790,No
62,83,1970,2,0,1359,734,No
65,84,775,2,2,1825,1102,No
67,81,1684,2,2,951,917,No
62,76,1549,2,0,1777,651,No
61,80,1091,1,2,506,1569,No
68,80,1959,3,1,1020,629,No
68,80,309,3,2,1830,1962,No
66,82,1556,2,2,659,1782,No
61,81,872,0,0,1053,1136,No
65,81,1752,3,0,1731,373,No
60,80,776,3,1,1093,449,No
67,78,364,1,0,594,240,No
66,85,244,0,1,210,384,No
